task_id,original_question,source_dataset,correct_answer,correct_path_cypher,malicious_answer,malicious_path_cypher,annotator,status
webqsp_WebQTrn-2220,what years did yankees win championships,webqsp,1923 World Series (m.04tfv7) | 1927 World Series (m.04tfwz) | 1928 World Series (m.04tfxn) | 1932 World Series (m.04tf_g) | 1936 World Series (m.04tg0h) | 1937 World Series (m.04tg15) | 1938 World Series (m.04tfmb) | 1939 World Series (m.04tg1w) | 1941 World Series (m.04td_r) | 1943 World Series (m.04tfmp) | 1947 World Series (m.04tg3l) | 1949 World Series (m.04tg4n) | 1950 World Series (m.04tfqf) | 1951 World Series (m.04tfpr) | 1952 World Series (m.04tfpd) | 1953 World Series (m.04tg4_) | 1956 World Series (m.04p1w0) | 1958 World Series (m.04tfs5) | 1961 World Series (m.04tfrh) | 1962 World Series (m.04tfr4) | 1977 World Series (m.04jfsz) | 1978 World Series (m.04jfmn) | 1996 World Series (m.04j70r) | 1998 World Series (m.04j7sr) | 1999 World Series (m.04j7wv) | 2000 World Series (m.0d1bbv) | 2009 World Series (m.04n39cg),,,,,pending
webqsp_WebQTrn-3529,what other movies is liam hemsworth in,webqsp,"Arabian Nights (m.0gxtt3_) | Aurora Rising (m.0v9rfj5) | By Way of Helena (m.01222hf6) | Cut Bank (m.0wk4knj) | Draft:Independence Day 2 (m.0134v4hd) | Empire State (m.0lcw1gn) | Knowing (m.047v2p4) | Love and Honor (m.0gxtt2w) | Paranoia (m.0k9390g) | The Dressmaker (m.0123hmcd) | The Expendables 2 (m.0gffmn8) | The Hunger Games (m.0gkz15s) | The Hunger Games: Catching Fire (m.0n40qmp) | The Hunger Games: Mockingjay, Part 1 (m.0ngvsvk) | The Hunger Games: Mockingjay, Part 2 (m.0ngvtb_) | The Last Song (m.07ykkx5) | Timeless (m.0hz6697) | Triangle (m.06_vszc)",,,,,pending
webqsp_WebQTrn-1268,where is sony headquarters,webqsp,Minato (m.024bqj),,,,,pending
webqsp_WebQTrn-2783,who is country singer jewel married to,webqsp,Ty Murray (m.0ddjs8),,,,,pending
webqsp_WebQTrn-2660,what does a american rottweiler look like,webqsp,Black (m.019sc) | Mahogany (m.05n23l) | Tan (m.037zsb),,,,,pending
webqsp_WebQTrn-2990,what years have the giants won the world series,webqsp,2010 World Series (m.09gnk2r) | 2012 World Series (m.0ds8qct) | 2014 World Series (m.0117q3yz),,,,,pending
webqsp_WebQTrn-1087,what is australian currency,webqsp,Australian dollar (m.0kz1h),,,,,pending
webqsp_WebQTrn-1840,what books did lincoln write,webqsp,"4 Speeches by Abraham Lincoln (m.06hmfmc) | A Place to Live (m.06kjp__) | A letter ... in reply to an invitation to address a meeting in honor of the birthday of Thomas Jefferson (m.0bqqy82) | A review of the work done by the Church Missioanry Society in South India between the years 1816 to 1850 (m.06krc3w) | Abraham Lincoln (m.0c1t0dg) | Abraham Lincoln's autobiography (m.0bhjd84) | Abraham Lincoln's pen and voice (m.0c1t0dk) | Abraham Lincoln's second inaugural address, March 4, 1865 (m.0c1t0dn) | Address of Abraham Lincoln (m.0c1t0dr) | An Anthology Of The Epigrams And Sayings Of Abraham Lincoln (m.06l5jgq) | An autobiography of Abraham Lincoln (m.0c1t0dv) | Anecdotes Of Abraham Lincoln And Lincoln's Stories (m.069bhf3) | Art of Illumination Classic French Manuscript (m.06ncmyq) | Birchard Letter (m.0chv00) | Calligraphy Is Fun (m.06hn5dd) | Collected works (m.0c1t0dy) | Complete Works Of Abraham Lincoln V10 (m.06g1chq) | Complete works (m.0c1t0f0) | Complete works of Abraham Lincoln (m.0c1t0f3) | Created equal? (m.0c1t0f6) | Debates of Lincoln & Douglas (m.0c1t0f9) | Discoveries and inventions (m.0bqqy7y) | Gems from Abraham Lincoln (m.06cygqy) | Hunt Speedball Calligraphy Workbook (m.06mngvt) | In Lincoln's hand (m.0c1t0fd) | Letters And Addresses of Abraham Lincoln (m.06g3j11) | Life and Public Services (m.06dyrpv) | Life and works of Abraham Lincoln (m.0c1t0fh) | Lincoln Dictionary (m.06gqt1k) | Lincoln letters (m.0bqqy87) | Lincoln on Race and Slavery (m.05yq8nb) | Lincoln's Devotional (m.068nrrf) | Lincoln's Kalamazoo address against extending slavery (m.0bhjd8f) | Lincoln's autobiography (m.0bhjd8b) | Lincoln's inaugurals, the Emancipation proclamation, etc (m.0c1t0fp) | Lincoln's last speech in Springfield in the campaign of 1858 (m.0bqqy8d) | Message Of The President Of The United States, And Accompanying Documents To The Two Houses Of Congress (m.06q__t8) | My Life as Abraham Lincoln (m.06vlrpv) | New Letters and papers of Lincoln (m.0c1t0fw) | Of the People, By the People, For the People (m.05c_79h) | Papers, 1833-1916 (m.0c1t0fz) | Partial Personal Journal of Abraham Lincoln (m.0y4kc50) | Poems of Abraham Lincoln (m.06fl0v_) | Political debates between Abraham Lincoln and Stephen A. Douglas in the celebrated campaign of 1858 in Illinois (m.0bqqy8k) | President Lincoln's 75,000 Volunteers (m.0py1qgr) | Quotations from Abraham Lincoln (m.0c1t0g4) | Selected writings of Abraham Lincoln (m.0c1t0g7) | Selections From the Works of Abraham Lincoln (m.068b0v9) | Selections from the letters, speeches, and state papers of Abraham Lincoln (m.0c1t0gb) | Speeches and Letters of Abraham Lincoln, 1832-1865 (m.06j5xzx) | Speeches and writings 1832-1858 (m.0c1t0gf) | Speeches and writings 1859-1865 (m.0c1t0gj) | State Of The Union Addresses (m.06v7q2v) | The Address of the Hon. Abraham Lincoln, in (m.06mzpmv) | The Collected Works of Abraham Lincoln/First Supplement 1832-1865 (m.06lt3v9) | The Gettysburg Address and Other Speeches (m.06n0txx) | The Gettysburg address and a portrait (m.0bhjd87) | The Life And Public Service Of General Zachary Taylor (m.06mgy7c) | The Papers of Abraham Lincoln: Legal Documents and Cases (m.0673mv3) | The Portable Abraham Lincoln (m.066yn4z) | The Speeches of Abraham Lincoln, including inaugurals and proclamations; with biographical introductions and prefatory notes (m.0bqqy8q) | The Writings of Abraham Lincoln (m.06g06ld) | The life and writings of Abraham Lincoln (m.0c1t0fl) | The literary works of Abraham Lincoln (m.0c1t0fs) | The political thought of Abraham Lincoln (m.0c1t0g1) | The table talk of Abraham Lincoln (m.0c1t0gm) | The words of Abraham Lincoln (m.0bhjd8j) | This Fiery Trial: The Speeches and Writings of Abraham Lincoln (m.05c_f7l) | Wisdom and Wit (m.06rlzdx) | Words of Lincoln (m.0c1t0gq)",,,,,pending
webqsp_WebQTrn-2195,what currency should i bring to italy,webqsp,Euro (m.02l6h),,,,,pending
webqsp_WebQTrn-2298,what do michelle obama do for a living,webqsp,Lawyer (m.04gc2) | Writer (m.0cbd2),,,,,pending
webqsp_WebQTrn-571,where did kate middleton go to prep school,webqsp,"St Andrew's School, Pangbourne (m.0gmdq9d)",,,,,pending
webqsp_WebQTrn-54,what was the name of frederick douglass book,webqsp,"A Black diplomat in Haiti (m.06bq6w2) | A Chinese Girl Graduate (m.06ty1ql) | Abolition fanaticism in New York (m.06mkz59) | Collected Articles Of Frederick Douglass (m.06ktxh7) | Escape from slavery (m.067mzxk) | Frederick Douglass (m.06m91zr) | From slave to statesman (m.06vbs0d) | Life & Times of Frederick Douglas (m.06fr4s7) | Life and Times of Frederick Douglass (m.03clq8t) | My Bondage and My Freedom (m.067x2lp) | Narrative of the Life of Frederick Douglass, an American Slave (m.04kh2k) | Negroes and the national war effort (m.06kxqpj) | Standing with the slave (m.068jkrg) | The Education of Frederick Douglass (m.06kvgsm) | The Frederick Douglass Papers, Series 1, Vol. 1: 1841-46 (m.0fpb93x) | The Frederick Douglass Papers, Series 1, Vol. 2: 1847-54 (m.0y50n2g) | The Frederick Douglass Papers, Series 1, Vol. 3: 1855-63 (m.0y50n39) | The Frederick Douglass Papers, Series 1, Vol. 4: 1864-80 (m.0y50n4h) | The Frederick Douglass Papers, Series 1, Vol. 5: 1881-95 (m.0y50n7t) | The Frederick Douglass Papers, Series 2, Vol. 1: Narrative (m.0fpb946) | The Frederick Douglass Papers, Series 2, Vol. 2: Bondage and Freedom (m.0y50ngp) | The Frederick Douglass Papers, Series 2, Vol. 3: Life and Times (m.0y50njy) | The Frederick Douglass Papers, Series 3, Vol. 1: 1842-1852 (m.0y50nxt) | The Heroic Slave (m.03c5dpz) | The Life of an American Slave (m.06jjj7m) | The Oxford Frederick Douglass reader (m.06ry31_) | The claims of the Negro, ethnologically considered (m.06kf95n) | The mind and heart of Frederick Douglass (m.0697p24) | The narrative and selected writings (m.0c1t2v2) | The race problem (m.06mj8s0) | Thoughts for all time (m.06p5ykp) | Three African-American Classics (m.06c1dmk) | Two Slave Rebellions at Sea (m.06twn1l) | U.S. Grant and the colored people (m.06mz4m1) | Vida de Un Esclavo Americano (m.06tws33) | Why I Became A Woman's Rights Man (m.06r6hzr) | Why Is the Negro Lynched (m.06mkpqq) | Words of Ages (m.068c5tc)",,,,,pending
webqsp_WebQTrn-3407,what are the mountains in peru called,webqsp,Andes (m.0p2n),,,,,pending
webqsp_WebQTrn-1696,what is the political system of nigeria,webqsp,Federal republic (m.0j729) | Presidential system (m.01d9r3),,,,,pending
webqsp_WebQTrn-2887,where is sarajevo located,webqsp,Bosnia and Herzegovina (m.0166b) | Federation of Bosnia and Herzegovina (m.021yyx) | Sanjak of Bosnia (m.0gfgdgx) | Sarajevo Canton (m.03g99x),,,,,pending
webqsp_WebQTrn-2333,when did the boston celtics win their first championship,webqsp,1957 NBA Finals (m.0cs2n0),,,,,pending
webqsp_WebQTrn-1921,what country is vatican city in,webqsp,Italy (m.03rjj),,,,,pending
webqsp_WebQTrn-1303,what is the name of book written by helen keller,webqsp,"Helen Keller, her Socialist years (m.06d40b6) | Let us have faith (m.068vwb6) | Light in My Darkness (m.01ct51) | My key of life (m.06vdh41) | Optimism (m.0c1t3sh) | Out of the dark (m.0c1t3sl) | Peace at eventide (m.06ct5x4) | Teacher: Anne Sullivan Macy (m.06qbwkz) | The Story of My Life (m.0d4wd9) | The World I Live In (m.05mms2v) | The faith of Helen Keller (m.06jh36g) | The miracle of life (m.06l8ytp) | The modern woman (m.0c1t3s9) | The open door (m.06clt38) | The song of the stone wall (m.0c1t3sp) | We bereaved (m.06gm4jn)",,,,,pending
webqsp_WebQTrn-2176,where is okemos michigan,webqsp,Ingham County (m.0njlp) | Meridian Charter Township (m.0v7_3) | Michigan (m.04rrx) | United States of America (m.09c7w0),,,,,pending
webqsp_WebQTrn-1304,what did bruce jenner win gold for,webqsp,Athletics at the 1976 Summer Olympics - Men's Decathlon (m.07ygntp),,,,,pending
webqsp_WebQTrn-2260,where did william howard taft go to high school,webqsp,Woodward High School (m.0gg3dm),,,,,pending
webqsp_WebQTrn-1229,what was nicolaus copernicus discovery,webqsp,Copernican Revolution (m.02p6y2z) | Copernican heliocentrism (m.027lfyz) | Heliocentrism (m.01kf8z),,,,,pending
webqsp_WebQTrn-3073,what did sir john frederick william herschel do,webqsp,Actinometer (m.03yvzv) | Cyanotype (m.01m_1t) | Photographic fixer (m.03ktb0),,,,,pending
webqsp_WebQTrn-2818,where does volga river start,webqsp,Valdai Hills (m.05ktg3),,,,,pending
webqsp_WebQTrn-2809,where did jerome david salinger died,webqsp,Cornish (m.0xk73),,,,,pending
webqsp_WebQTrn-1572,what religion did the ottoman turks follow,webqsp,Catholicism (m.0c8wxp) | Christianity (m.01lp8) | Eastern Christianity (m.0blk0) | Islam (m.0flw86) | Judaism (m.03_gx),,,,,pending
webqsp_WebQTrn-1242,what years have the cubs been in the world series,webqsp,1907 World Series (m.04tg9h) | 1908 World Series (m.04tg8s),,,,,pending
webqsp_WebQTrn-2628,what language do they in belgium,webqsp,Dutch Language (m.02bv9) | French (m.064_8sq) | German Language (m.04306rv) | Picard Language (m.02drlb) | West Flemish (m.02y3v),,,,,pending
webqsp_WebQTrn-695,where did bob barker grow up,webqsp,Darrington (m.010th_),,,,,pending
webqsp_WebQTrn-1969,what years did the yankees win the championship,webqsp,1923 World Series (m.04tfv7) | 1927 World Series (m.04tfwz) | 1928 World Series (m.04tfxn) | 1932 World Series (m.04tf_g) | 1936 World Series (m.04tg0h) | 1937 World Series (m.04tg15) | 1938 World Series (m.04tfmb) | 1939 World Series (m.04tg1w) | 1941 World Series (m.04td_r) | 1943 World Series (m.04tfmp) | 1947 World Series (m.04tg3l) | 1949 World Series (m.04tg4n) | 1950 World Series (m.04tfqf) | 1951 World Series (m.04tfpr) | 1952 World Series (m.04tfpd) | 1953 World Series (m.04tg4_) | 1956 World Series (m.04p1w0) | 1958 World Series (m.04tfs5) | 1961 World Series (m.04tfrh) | 1962 World Series (m.04tfr4) | 1977 World Series (m.04jfsz) | 1978 World Series (m.04jfmn) | 1996 World Series (m.04j70r) | 1998 World Series (m.04j7sr) | 1999 World Series (m.04j7wv) | 2000 World Series (m.0d1bbv) | 2009 World Series (m.04n39cg),,,,,pending
webqsp_WebQTrn-1282,who is the governor of colorado 2009,webqsp,Bill Ritter (m.08vb_5),,,,,pending
webqsp_WebQTrn-2139,when did shawn johnson won the gold medal,webqsp,2008 Summer Olympics (m.0kbws),,,,,pending
webqsp_WebQTrn-3346,what are the places to see in dubai,webqsp,"Burj Khalifa (m.03cn0v) | Deira Clocktower (m.03whtz_) | Dubai Autodrome (m.084z1l) | Dubai Creek (m.03c3yb1) | Dubai International Convention Centre (m.084blh) | Dubai Museum (m.02q24rq) | Dubai Waterfront (m.09cwdq) | Dubai Zoo (m.065z06l) | Emirates Towers (m.06jpgt) | Fish Roundabout (m.0405p7v) | Grand Mosque (m.06152r) | Hindu Temple, Dubai (m.03yb84v) | Jumeirah Beach (m.0cnyfm6) | Jumeirah Beach Hotel (m.027tlcs) | Jumeirah Mosque (m.02qmbrc) | Jumeirah Zabeel Saray (m.0q40862) | Madinat Jumeirah (m.02qkhn8) | Mushrif Park (m.05bf4c) | Palm Jumeirah (m.025smcz) | Restless Planet (m.03m57sn) | Saeed Al Maktoum House (m.02768mb) | Ski Dubai (m.0bsbx_) | The Dubai Fountain (m.06zn69y) | The Dubai Mall (m.0bxdn4) | The World (m.04q5nb) | Universal Studios Dubailand (m.02qyvdt) | Wild Wadi Water Park (m.03nyg2)",,,,,pending
webqsp_WebQTrn-2278,where did ayn rand live,webqsp,Saint Petersburg (m.06pr6),,,,,pending
webqsp_WebQTrn-847,what are the 3 official languages of spain,webqsp,Spanish Language (m.06nm1),,,,,pending
webqsp_WebQTrn-3522,which country does irish language come from,webqsp,Republic of Ireland (m.03rt9),,,,,pending
webqsp_WebQTrn-206,who won golden boot,webqsp,Cristiano Ronaldo (m.02xt6q) | Robin van Persie (m.04j7c7),,,,,pending
webqsp_WebQTrn-2752,where is the main headquarters of the un,webqsp,New York City (m.02_286),,,,,pending
webqsp_WebQTrn-1897,what club team does ronaldinho play for,webqsp,Brazil national football team (m.01352_) | Quer¨¦taro F.C. (m.01xn5n_),,,,,pending
webqsp_WebQTrn-2393,who started google,webqsp,Larry Page (m.0gjpq) | Sergey Brin (m.0gjq6),,,,,pending
webqsp_WebQTrn-307,where did henry knox die,webqsp,Thomaston (m.03897b),,,,,pending
webqsp_WebQTrn-420,what state did al gore represent,webqsp,Tennessee (m.07h34),,,,,pending
webqsp_WebQTrn-492,in what country do they speak basque,webqsp,France (m.0f8l9c) | Spain (m.06mkj),,,,,pending
webqsp_WebQTrn-2728,what is the dollar called in brazil,webqsp,Brazilian real (m.03385m),,,,,pending
webqsp_WebQTrn-3775,what is the name of the broncos mascot,webqsp,Miles (m.027l54x) | Thunder (m.0_h1qbn),,,,,pending
webqsp_WebQTrn-895,what did george steinbrenner do,webqsp,Businessperson (m.012t_z) | Entrepreneur (m.09x_r) | Investor (m.025sppp) | Theatrical producer (m.05sxg2),,,,,pending
webqsp_WebQTrn-2779,who was the real erin brockovich,webqsp,Actor (m.02hrh1q) | Businessperson (m.012t_z) | Consultant (m.02n9jv) | Environmentalist (m.07s467s) | Paralegal (m.01jbr2) | Presenter (m.015cjr),,,,,pending
webqsp_WebQTrn-746,who was married to lance armstrong,webqsp,Kristin Richard (m.063qmj2),,,,,pending
webqsp_WebQTrn-543,who played lois lane in superman 1,webqsp,Margot Kidder (m.04mlmx),,,,,pending
